name,category,majorcategory,is_movie,caption,pretty_name,path
Deciphering Uncertainty in a Changing Climate: Scale of Percentages,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/uncertainty/percentage/playlist.sos
Deciphering Uncertainty in a Changing Climate: What is a Model?,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/uncertainty/what_is_a_model/playlist.sos
"Wind, Water: GLAPS day/night temp comparison",live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/wind_water/day_night_comp/playlist.sos
"Wind, Water: Topo w Black Ocean Mask",live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/wind_water/topo_mask/playlist.sos
"Wind, Water: Annual Precip",live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/wind_water/annual_precip/playlist.sos
Rising Waters Autorun: Ocean Pics,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/rising_waters_nnc/autorun/ocean_pics/playlist.sos
Rising Waters Autorun: River Life Pics,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/rising_waters_nnc/autorun/river_life/playlist.sos
Rising Waters: Solutions Pics,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/rising_waters_nnc/docent/solution_pics/playlist.sos
Rising Waters with Audio,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/rising_waters_nnc/docent/intro/playlist.sos
Rising Waters: Ocean Pics,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/rising_waters_nnc/docent/ocean_pics/playlist.sos
Rising Waters: Zoom Sea Level Rise,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/rising_waters_nnc/docent/zoom_sea_level_rise/playlist.sos
Rising Waters: River Life Pics,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/rising_waters_nnc/docent/river_life/playlist.sos
Hansa Carrier Shoe Spill - Shoe Spill Results,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/live_programs/lhs/go_with_the_flow/shoespill/06_1990_shoe_spill/playlist.sos
Hansa Carrier Shoe Spill - Introduction PIP,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/lhs/go_with_the_flow/shoespill/01_intro/playlist.sos
Penguin Feather - Feathers and Both Currents,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/live_programs/lhs/go_with_the_flow/penguin/05_feather_allcurrents/playlist.sos
Penguin Feather - Surface Currents,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/live_programs/lhs/go_with_the_flow/penguin/02_surfcurrents/playlist.sos
Penguin Feather - Convection Currents,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/live_programs/lhs/go_with_the_flow/penguin/01_convcurrents/playlist.sos
Penguin Feather - Surface and Convection Currents,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/live_programs/lhs/go_with_the_flow/penguin/03_allcurrents/playlist.sos
Penguin Feather - Introduction PIP,live_programs,Live_Programs,No,,,/shared/sos/media/extras/live_programs/lhs/go_with_the_flow/penguin/00_intro/playlist.sos
Real Time Color Enhanced IR Satellite with Blue Marble,,,No,,,/shared/sos/media/extras/live_programs/lhs/fronts_forecasts/sat/playlist.sos
Ocean Circulation (still),AOP,,No,,,/shared/sos/media/extras/live_programs/aop_vis_change/climate_heart/sst/playlist.sos
Global Solar Resources,AOP,,No,,,/shared/sos/media/extras/live_programs/aop_vis_change/climate_heart/solar/playlist.sos
Global Wind Resources,AOP,,No,,,/shared/sos/media/extras/live_programs/aop_vis_change/climate_heart/wind/playlist.sos
OA Closing,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide14/playlist.sos
OA Species Impacted by Ocean Acidification,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide7/playlist.sos
OA Pteropod Shell,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide9/playlist.sos
OA Seattle Aquarium Solar Array,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide12/playlist.sos
OA CO2 Data,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide6/playlist.sos
"OA ""Home"" Building",AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide8/playlist.sos
OA Renewable Energy Solutions,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide13/playlist.sos
OA Ocean Acidification,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide5/playlist.sos
OA Introduction,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide1/playlist.sos
OA CO2 Accumulation Visualization,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide4/playlist.sos
OA Seattle Aquarium Solar,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide2/playlist.sos
OA Ocean Food Web,AOP,,Yes,,,/shared/sos/media/extras/live_programs/aop_vis_change/ocean_acidification/oa_datasets/OA_Slide11/playlist.sos
Population Density (new),,,No,,,/shared/sos/media/extras/live_programs/energy_poverty/population/playlist.sos
Infant Mortality,,,No,,,/shared/sos/media/extras/live_programs/energy_poverty/infants/playlist.sos
Total GHG Emissions,,,No,,,/shared/sos/media/extras/live_programs/energy_poverty/ghg/playlist.sos
Iron Concentration - 2015,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/live_programs/dust/darwin_iron/playlist.sos
Chlorophyll Concentration - 2015,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/live_programs/dust/darwin_chlorophyll/playlist.sos
Aerosol Optical Thickness: Dust - 2018,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/live_programs/dust/nullschool_dust/playlist.sos
Nitrate Concentration - 2015,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/live_programs/dust/darwin_nitrate/playlist.sos
"Earth at Night: 1992, 2002, 2012",land,Live_Programs,No,,,/shared/sos/media/extras/live_programs/air_quality/earth_night/playlist.sos
Blue Planet,extras,Water,Yes,/shared/sos/media/extras/blue_planet/blue_planet.en_US.srt,,/shared/sos/media/extras/blue_planet/playlist.sos
NOAA Promo 2,extras,,Yes,,,/shared/sos/media/extras/noaa_promo2/playlist.sos
Eating Water: Agriculture and Climate Change,extras,"Water, Land",Yes,/shared/sos/media/extras/eating-water/eating-water.en_US.srt,,/shared/sos/media/extras/eating-water/playlist.sos
Marine Debris: Garbage Patch Experiment Movie,extras,Water,Yes,,,/shared/sos/media/extras/garbage_patch/playlist.sos
New Horizons (Archived 5/23/2023),extras,Space,Yes,/shared/sos/media/extras/new_horizons/new_horizons.en_US.srt,,/shared/sos/media/extras/new_horizons/playlist.sos
EarthNow: Climate Digest - Real-time,earthnow,Snow and Ice,Yes,,,/shared/sos/media/extras/climate_digest/playlist.sos
Hansa Carrier Shoe Spill - Shoe Spill Results,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/lhs/go_with_the_flow/shoespill/06_1990_shoe_spill/playlist.sos
Hansa Carrier Shoe Spill - Introduction PIP,live_programs,Live_Programs,No,,,/shared/sos/media/extras/lhs/go_with_the_flow/shoespill/01_intro/playlist.sos
Penguin Feather - Feathers and Both Currents,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/lhs/go_with_the_flow/penguin/05_feather_allcurrents/playlist.sos
Penguin Feather - Surface Currents,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/lhs/go_with_the_flow/penguin/02_surfcurrents/playlist.sos
Penguin Feather - Convection Currents,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/lhs/go_with_the_flow/penguin/01_convcurrents/playlist.sos
Penguin Feather - Surface and Convection Currents,live_programs,Live_Programs,Yes,,,/shared/sos/media/extras/lhs/go_with_the_flow/penguin/03_allcurrents/playlist.sos
Penguin Feather - Introduction PIP,live_programs,Live_Programs,No,,,/shared/sos/media/extras/lhs/go_with_the_flow/penguin/00_intro/playlist.sos
GOES-R: Today's Satellite for Tomorrow's Forecast,extras,"Space, People",Yes,/shared/sos/media/extras/goesr/goesr.en_US.srt,,/shared/sos/media/extras/goesr/playlist.sos
Snow Globe with No Clouds,extras,,Yes,,,/shared/sos/media/extras/snowglobe/noclouds/playlist.sos
Snow Globe with Clouds,extras,,Yes,,,/shared/sos/media/extras/snowglobe/clouds/playlist.sos
Ocean in Motion,extras,Water,Yes,/shared/sos/media/extras/aop_om/aop_om.en_US.srt,,/shared/sos/media/extras/aop_om/playlist.sos
World Cup Match Balls,extras,,No,,,/shared/sos/media/extras/worldcup/soccer_balls/playlist.sos
Facebook with Status Layer,extras,,No,,,/shared/sos/media/extras/facebook/with_statuses/playlist.sos
Facebook Friendships,extras,People,No,,,/shared/sos/media/extras/facebook/playlist.sos
Coral Science from Outer Space to Inner Space (Archived 5/23/2023),extras,Water,Yes,/shared/sos/media/extras/coral/coral.en_US.srt,,/shared/sos/media/extras/coral/playlist.sos
GLOBE: Students of the Earth Movie,extras,"Water, Air",Yes,/shared/sos/media/extras/globe/autorun/globe.en_US.srt,,/shared/sos/media/extras/globe/autorun/playlist.sos
Footprints,extras,People,Yes,/shared/sos/media/extras/footprints/footprints.en_US.srt,,/shared/sos/media/extras/footprints/playlist.sos
Human Migration - 2010 - 2015,exras,People,No,,,/shared/sos/media/extras/migration_2015/playlist.sos
Extreme Weather,extras,Air,Yes,/shared/sos/media/extras/extreme_weather/extreme_weather.en_US.srt,,/shared/sos/media/extras/extreme_weather/playlist.sos
This is NOAA Fisheries (Archived 5/23/2023),extras,"Water, Extras",No,,,/shared/sos/media/extras/fisheries/playlist.sos
OAR Promo,extras,,No,,,/shared/sos/media/extras/oar_promo/playlist.sos
Malaria Plasmodium Falciparium,extras,People,No,,,/shared/sos/media/extras/malaria/falciparum/playlist.sos
Malaria Plasmodium Vivax with Duffy-negative layer,extras,People,No,,,/shared/sos/media/extras/malaria/vivax/playlist.sos
Exploring the Unknown Ocean,extras,Water,Yes,/shared/sos/media/extras/exploring_unknown_ocean/exploring_unknown_ocean.en_US.srt,,/shared/sos/media/extras/exploring_unknown_ocean/playlist.sos
Population Density from NEO,extras,,No,,,/shared/sos/media/extras/pop_density/playlist.sos
Cooking Up A Storm,extras,Air,Yes,/shared/sos/media/extras/nssl_storm/nssl_storm.en_US.srt,,/shared/sos/media/extras/nssl_storm/playlist.sos
Energy Revolution,extras,People,Yes,/shared/sos/media/extras/energy_revolution/energy_revolution.en_US.srt,,/shared/sos/media/extras/energy_revolution/playlist.sos
The Human Era: A World of Changes,extras,"Air, People",Yes,/shared/sos/media/extras/human-era/human-era.en_US.srt,,/shared/sos/media/extras/human-era/playlist.sos
Solar Eclipses and Space Weather Explained,extras,Space,Yes,/shared/sos/media/extras/eclipse_sw_movie/solar_eclipse.en_US.srt,,/shared/sos/media/extras/eclipse_sw_movie/playlist.sos
Climate Model: Sea Ice Change (GFDL a1b) 1861 - 2100 (Archived 5/16/23),models and simulations,Snow and Ice,Yes,,,/shared/sos/media/models/gfdl_seaice/playlist.sos
Climate Model: Temperature Change (Hadley a1b) - 1860 - 2099 (Archived 5/16/23),models and simulations,Air,No,,,/shared/sos/media/models/ukmet/a1b/playlist.sos
Climate Model: Temperature Change (Hadley e1) - 1860 - 2099 (Archived 5/16/23),models and simulations,Air,No,,,/shared/sos/media/models/ukmet/e1/playlist.sos
Climate Model: Temperature Change (CCSM a1b) - 1870 - 2100 (Archived 5/16/23),models and simulations,Air,Yes,,,/shared/sos/media/models/ipcc_temp/ccsm/a1b/playlist.sos
Climate Model: Temperature Change (CCSM b1) - 1870 - 2100 (Archived 5/16/23),models and simulations,Air,Yes,,,/shared/sos/media/models/ipcc_temp/ccsm/b1/playlist.sos
Climate Model: Temperature Change (GFDL a1b) - 1870 - 2100 (Archived 5/16/23),models and simulations,Air,Yes,,,/shared/sos/media/models/ipcc_temp/gfdl/a1b/playlist.sos
Climate Model: Temperature Change (GFDL b1) - 1870 - 2100 (Archived 5/16/23),models and simulations,Air,Yes,,,/shared/sos/media/models/ipcc_temp/gfdl/b1/playlist.sos
Climate Model: Temperature Change Comparison (GFDL a1b and b1),models and simulations,Air,No,,,/shared/sos/media/models/ipcc_temp/compare/playlist.sos
Climate Model: Temperature Change (Hadley a1b) - 1870 - 2100 (Archived 5/16/23),models and simulations,Air,Yes,,,/shared/sos/media/models/ipcc_temp/had/a1b/playlist.sos
Climate Model: Temperature Change (Hadley b1) - 1870 - 2100 (Archived 5/16/23),models and simulations,Air,Yes,,,/shared/sos/media/models/ipcc_temp/had/b1/playlist.sos
Climate Model: Temperature Change (RCP 2.6) - 2006 - 2100,models and simulations,Air,Yes,,,/shared/sos/media/models/rcp/ga26/playlist.sos
Climate Model: Temperature Change (RCP 6.0) - 2006 - 2100,models and simulations,Air,Yes,,,/shared/sos/media/models/rcp/ga60/playlist.sos
Climate Model: Temperature Change (RCP 8.5) - 2006 - 2100,models and simulations,Air,Yes,,,/shared/sos/media/models/rcp/ga85/playlist.sos
Climate Model: Temperature Change (RCP 4.5) - 2006 - 2100,models and simulations,Air,Yes,,,/shared/sos/media/models/rcp/ga45/playlist.sos
IPCC GFDL Precip Anomaly,models and simulations,,Yes,,,/shared/sos/media/models/gfdl_precip_anomaly/playlist.sos
Climate Model: Precipitation Change: SSP2 (Middle of the Road) - 2015 - 2100,models and simulations,Air,No,,,/shared/sos/media/models/ssp/precip/45/playlist.sos
Climate Model: Precipitation Change: SSP1 (Sustainability) - 2015 - 2100,models and simulations,Air,No,,,/shared/sos/media/models/ssp/precip/19/playlist.sos
Climate Model: Precipitation Change: SSP5 (Fossil-fueled Development) - 2015 - 2100,models and simulations,Air,No,,,/shared/sos/media/models/ssp/precip/85/playlist.sos
Climate Model: Sea Surface Temperature Change: SSP2 (Middle of the Road) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/models/ssp/sst/45/playlist.sos
Climate Model: Sea Surface Temperature Change: SSP1 (Sustainability) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/models/ssp/sst/19/playlist.sos
Climate Model: Sea Surface Temperature Change: SSP5 (Fossil-fueled Development) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/models/ssp/sst/85/playlist.sos
Climate Model: Sea Ice Concentration: SSP2 (Middle of the Road) - 2015 - 2100,models and simulations,Snow and Ice,No,,,/shared/sos/media/models/ssp/sea_ice/45/playlist.sos
Climate Model: Sea Ice Concentration: SSP1 (Sustainability) - 2015 - 2100,models and simulations,Snow and Ice,No,,,/shared/sos/media/models/ssp/sea_ice/19/playlist.sos
Climate Model: Sea Ice Concentration: SSP5 (Fossil-fueled Development) - 2015 - 2100,models and simulations,Snow and Ice,No,,,/shared/sos/media/models/ssp/sea_ice/85/playlist.sos
Climate Model: Surface Temperature Change: SSP2 (Middle of the Road) - 2015 - 2100,models and simulations,Air,No,,,/shared/sos/media/models/ssp/air_temp/45/playlist.sos
Climate Model: Surface Temperature Change: SSP1 (Sustainability) - 2015 - 2100,models and simulations,Air,No,,,/shared/sos/media/models/ssp/air_temp/19/playlist.sos
Climate Model: Surface Temperature Change: SSP5 (Fossil-fueled Development) - 2015 - 2100,models and simulations,Air,No,,,/shared/sos/media/models/ssp/air_temp/85/playlist.sos
Sea Surface Temperature NOAA Model (with vegetation),oceans,Water,Yes,,,/shared/sos/media/oceans/gfdl_sst/land_background/playlist.sos
Sea Surface Temperature NOAA Model (black land),oceans,Water,Yes,,,/shared/sos/media/oceans/gfdl_sst/black_background/playlist.sos
Ocean Circulation (labeled currents),oceans,Water,No,,,/shared/sos/media/oceans/currents/playlist.sos
Sea Surface Salinity,oceans,Water,Yes,,,/shared/sos/media/oceans/sss/playlist.sos
Tsunami Historical Series - Aleutians 1957,oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/aleutians_1957/playlist.sos
Tsunami Historical Series: Aleutian Islands 1946,oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/aleutians/playlist.sos
Tsunami Historical Series: Chile - 1960,oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/chile_1960/playlist.sos
Tsunami Historical Series: Chile - 2010,oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/chile/playlist.sos
Tsunami Historical Series: Sumatra - 2004,oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/sumatra/playlist.sos
Tsunami Historical Series: Cascadia - 1700,oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/cascadia/playlist.sos
Tsunami Historical Series: Japan - 2011,oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/japan/playlist.sos
Tsunami Historical Series: Samoa - 2009,oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/samoa/playlist.sos
Tsunami Historical Series: Lisbon - 1755,oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/lisbon/playlist.sos
Tsunami Historical Series: Alaska - 1964,oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/alaska/playlist.sos
"Tsunami Historical Series: Kamchatka, Russia - 2025",oceans,Water,Yes,,,/shared/sos/media/oceans/tsunami_historical_series/kamchatka/playlist.sos
Madden Julien Oscillation - Winter Impacts,oceans,"Air, Water",Yes,,,/shared/sos/media/oceans/mjo/playlist.sos
Ocean Acidification,oceans,,Yes,,,/shared/sos/media/oceans/OceanAcidification/playlist.sos
Weekly Sea Ice July 2005 - August 2007 (over EV),oceans,,Yes,,,/shared/sos/media/oceans/WeeklySeaIce/6day_seaice/playlist.sos
Sea Ice Concentrations - 1978 - Present,oceans,Snow and Ice,Yes,,,/shared/sos/media/oceans/WeeklySeaIce/10day_seaice/playlist.sos
Sea Ice Extent: September Only,oceans,Snow and Ice,Yes,,,/shared/sos/media/oceans/WeeklySeaIce/sept_seaice/playlist.sos
Indian Tsunami V3,oceans,,Yes,,,/shared/sos/media/oceans/indian_tsunami/playlist.sos
Sea Surface Temp Monthly Sept 1981 - Dec 2006 from NEO,oceans,,Yes,,,/shared/sos/media/oceans/neo_sst/playlist.sos
Coral Reef Risk Outlook,oceans,Water,No,,,/shared/sos/media/oceans/reefs_risk/playlist.sos
Sea Ice and Snow Cover Sept. 2005 - Sept. 2006,oceans,,Yes,,,/shared/sos/media/oceans/2005-2006_seaice/playlist.sos
Impact of 1 meter Sea Level Rise Flashing,oceans,,No,,,/shared/sos/media/oceans/6m_sea_level_rise/flashing/playlist.sos
Sea Turtle Track: Gulf of Mexico (94-7293) (Archived 5/16/23),oceans,Water,Yes,,,/shared/sos/media/oceans/mexico_turtles/947293/playlist.sos
Sea Turtle Track: Gulf of Mexico (94-8002) (Archived 5/16/23),oceans,Water,Yes,,,/shared/sos/media/oceans/mexico_turtles/958002/playlist.sos
Gulf of Mexico Turtle 94-7295,oceans,,Yes,,,/shared/sos/media/oceans/mexico_turtles/947295/playlist.sos
Ocean Circulation (conveyor belts),oceans,Water,Yes,,,/shared/sos/media/oceans/ocean_conveyor_belt/playlist.sos
"Fleet Numerical SST (April 13, 2005 - October 31, 2006)",oceans,,Yes,,,/shared/sos/media/oceans/fleet_sst/playlist.sos
Marine Debris: Garbage Patch Experiment,oceans,Water,Yes,,,/shared/sos/media/oceans/drifters_and_model/playlist.sos
Shipping Routes (with labels) - One Year,oceans,Water,No,,,/shared/sos/media/oceans/shipping/playlist.sos
Loggerhead Sea Turtle Tracks,oceans,Water,Yes,,,/shared/sos/media/oceans/LoggerheadSeaTurtleTracks/playlist.sos
"Japan Tsunami Wave Heights - March 11, 2011",oceans,Water,No,,,/shared/sos/media/oceans/japan_tsunami/playlist.sos
120 Years of Earthquakes and Their Tsunamis: 1901-2020,land,"Land, Water",Yes,,,/shared/sos/media/oceans/tsunami_history/playlist.sos
La Nina - 1988 - 1989,oceans,Water,Yes,,,/shared/sos/media/oceans/SST_1980-1999/lanina_sample/playlist.sos
El Nino - 1997 - 1998,oceans,Water,Yes,,,/shared/sos/media/oceans/SST_1980-1999/elnino_sample/playlist.sos
Sea Surface Temperature Anomalies - 1980 - 1999,oceans,Water,Yes,,,/shared/sos/media/oceans/SST_1980-1999/playlist.sos
Greenland Melting Trends (Archived 5/16/23),oceans,Snow and Ice,Yes,,,/shared/sos/media/oceans/greenland_melt/playlist.sos
Sea Level Trends - 1993 - 2012,oceans,Water,No,,,/shared/sos/media/oceans/sea_level_trends/playlist.sos
Tsunami Animation: Cascadia 1700,oceans,Water,Yes,,,/shared/sos/media/oceans/cascadia_tsunami/playlist.sos
Sea Surface Temperature Model,oceans,Water,Yes,,,/shared/sos/media/oceans/nasa_sst/playlist.sos
Ocean Acidification: Surface pH - SSP2 (Middle of the Road) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/oceans/oa_ssp/oa_ph/45/playlist.sos
Ocean Acidification: Surface pH - SSP1 (Sustainability) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/oceans/oa_ssp/oa_ph/19/playlist.sos
Ocean Acidification: Surface pH - SSP5 (Fossil-fueled Development) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/oceans/oa_ssp/oa_ph/85/playlist.sos
Ocean Acidification: Saturation State - SSP2 (Middle of the Road) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/oceans/oa_ssp/oa_arag/45/playlist.sos
Ocean Acidification: Saturation State - SSP1 (Sustainability) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/oceans/oa_ssp/oa_arag/19/playlist.sos
Ocean Acidification: Saturation State - SSP5 (Fossil-fueled Development) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/oceans/oa_ssp/oa_arag/85/playlist.sos
Ocean Acidification: Ocean-Atmosphere CO2 Exchange - SSP2 (Middle of the Road) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/oceans/oa_ssp/oa_co2/45/playlist.sos
Ocean Acidification: Ocean-Atmosphere CO2 Exchange - SSP1 (Sustainability) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/oceans/oa_ssp/oa_co2/19/playlist.sos
Ocean Acidification: Ocean-Atmosphere CO2 Exchange - SSP5 (Fossil-fueled Development) - 2015 - 2100,models and simulations,Water,No,,,/shared/sos/media/oceans/oa_ssp/oa_co2/85/playlist.sos
Marine Life Tracks: Pacific Ocean,oceans,Water,No,,,/shared/sos/media/oceans/marine_life_tracking/playlist.sos
Ocean Surface Winds,oceans,"Water, Air",Yes,,,/shared/sos/media/oceans/vector_winds/playlist.sos
Sea Surface Temperature Observations - 2002 - 2006 (Retired 5/23/2023),oceans,Water,Yes,,,/shared/sos/media/oceans/modis_sst/playlist.sos
Sea Turtle Track: Atlantic Ocean,oceans,Water,Yes,,,/shared/sos/media/oceans/atl_turtle/playlist.sos
Chile Tsunami 2014,oceans,,Yes,,,/shared/sos/media/oceans/chile_tsunami_2014/playlist.sos
September Minimum Sea Ice Coverage 1979 - 2004 w/ Red 15% Concentration Line,oceans,,Yes,,,/shared/sos/media/oceans/minimum_seaice/playlist.sos
Seal and Seabird Tracks: Pacific Ocean,oceans,Water,Yes,,,/shared/sos/media/oceans/animal_tracking/playlist.sos
Phytoplankton Model,oceans,Water,Yes,,,/shared/sos/media/oceans/phytoplankton/playlist.sos
Ocean Drain (with colorized topography),oceans,Water,Yes,,,/shared/sos/media/oceans/ocean_drain/etopo/playlist.sos
Ocean Drain (with gray bathymetry),oceans,Water,Yes,,,/shared/sos/media/oceans/ocean_drain/gray/playlist.sos
Ocean Drain (with land vegetation),oceans,Water,Yes,,,/shared/sos/media/oceans/ocean_drain/land/playlist.sos
Ocean Surface Vorticity,oceans,Water,Yes,,,/shared/sos/media/oceans/vorticity/playlist.sos
Sea Surface Height Anomaly,oceans,Water,Yes,,,/shared/sos/media/oceans/sea_surface_height_anomaly/playlist.sos
Sea Ice: Fraction and Solar Radiation Absorption  (Archived 5/16/23),oceans,"Snow and Ice, Water",No,,,/shared/sos/media/oceans/seaice_radiation/playlist.sos
Great White Shark Track,oceans,Water,Yes,,,/shared/sos/media/oceans/shark/playlist.sos
Sea Ice Animation - 2009 (Retired 5/23/2023),oceans,Snow and Ice,Yes,,,/shared/sos/media/oceans/2009_ice_animation/playlist.sos
Biosphere: Marine Chlorophyll Concentration Model,,Water,Yes,,,/shared/sos/media/oceans/chlorophyll_model/playlist.sos
Sea Ice Extent (Arctic only) - 1850 - 2017,oceans,Snow and Ice,Yes,,,/shared/sos/media/oceans/seaice_monthly/playlist.sos
Sea Surface Currents and Temperature (vegetation on land),oceans,Water,Yes,,,/shared/sos/media/oceans/ecco2_sst/veg_land/playlist.sos
Sea Surface Currents and Temperature (gray land),oceans,Water,Yes,,,/shared/sos/media/oceans/ecco2_sst/gray_land/playlist.sos
"Fleet Numerical SST Anomaly (April 13, 2005 - May 28, 2007)",oceans,,Yes,,,/shared/sos/media/oceans/fleet_sst_anomaly/playlist.sos
Float Tracks: Argo (buoy depths animation),oceans,Water,Yes,,,/shared/sos/media/oceans/argo_buoy_waterfall/playlist.sos
Sea Level Rise Simulation - 30 Years,oceans,Water,Yes,,,/shared/sos/media/oceans/sea_level_30_years/playlist.sos
Human Influences on Marine Ecosystems,oceans,Water,No,,,/shared/sos/media/oceans/marine_impacts/playlist.sos
"Japan Earthquake, Tsunami Wave Propagation, and Wave Heights Combo",oceans,Water,Yes,,,/shared/sos/media/oceans/japan_tsunami_waves/combo/playlist.sos
"Japan Tsunami Wave Propagation - March 11, 2011",oceans,Water,Yes,,,/shared/sos/media/oceans/japan_tsunami_waves/playlist.sos
Oil Spill: Deep Water Horizons - 2010 (Retired 5/23/2023),oceans,Water,No,,,/shared/sos/media/oceans/oil_spill/playlist.sos
Puerto Rico Hypothetical Tsunami,oceans,Water,Yes,,,/shared/sos/media/oceans/pr_tsunami/playlist.sos
Sea Level Rise: 10m Increments,oceans,Water,Yes,,,/shared/sos/media/oceans/sea_level/playlist.sos
Fisheries Catch Model  - 2005 vs 2050,oceans,Water,No,,,/shared/sos/media/oceans/catch_model/playlist.sos
Biosphere: Marine Chlorophyll Concentration,oceans,"Water, Land",Yes,,,/shared/sos/media/oceans/seawifs/land_background/playlist.sos
Biosphere: Marine Chlorophyll Concentration and Land Vegetation (with CO2 labels) (Retired 5/23/2023),oceans,"Water, Land",Yes,,,/shared/sos/media/oceans/seawifs/no_holes/playlist.sos
Biosphere: Marine Chlorophyll Concentration and Land Vegetation (with CO2 graph) (Retired 5/23/2023),oceans,"Water, Land",Yes,,,/shared/sos/media/oceans/seawifs/mauna_loa_graph/playlist.sos
Sea Surface Currents,oceans,Water,Yes,,,/shared/sos/media/oceans/nasa_speed/playlist.sos
Buoy Locations (DART only) (Retired 5/23/2023),oceans,Water,No,,,/shared/sos/media/oceans/dart_buoy/playlist.sos
Sea Turtle Track: Pacific Ocean (Archived 5/16/23),oceans,Water,Yes,,,/shared/sos/media/oceans/pac_turtle/playlist.sos
Depth of 26 degree isotherm 2005,oceans,,Yes,,,/shared/sos/media/oceans/26_isotherm/playlist.sos
Buoy Tracks: Argo (surface animation),oceans,Water,Yes,,,/shared/sos/media/oceans/argo_buoy_tracks/playlist.sos
Buoy Locations,oceans,Water,No,,,/shared/sos/media/oceans/buoy_locations/old/playlist.sos
Drought Risk with Crop Impacts - July 2025,Spotlight,"Air, Land, People",No,,,/shared/sos/media/temporary/drought/playlist.sos
