Topic,Group,Interest Subcategory,Interest Item,National Org,National Org Description,National Org Description Spanish,National Org Link,Local Org,Local Org Description,Local Org Description Spanish,Local Org Link,Local Org 2,Local Org 2 Description,Local Org 2 Description Spanish,Local Org 2 Link,Local Org 3,Local Org 3 Description,Local Org 3 Description Spanish,Local Org 3 Link
Create Green Transportation,Community Group,Organizing & Leading,Talking to people,Cycling Without Age,Volunteer to give free bike rides to seniors and people with limited mobility.,Participa de forma voluntaria para dar paseos gratuitos en bicicleta a personas mayores y personas con movilidad reducida.,https://cyclingwithoutage.org/,Bike Loud PDX,Advocate for safer biking infrastructure by helping organize community campaigns.,Aboga por una infraestructura ciclista más segura ayudando a organizar campañas comunitarias.,https://www.bikeloudpdx.org/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Create Green Transportation,Faith-Based Group,Organizing & Leading,Bringing people together,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Create Green Transportation,Faith-Based Group,Organizing & Leading,Talking to people,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Create Green Transportation,Sports or Rec Group,Performing & Creating Art,Art,Extinction Rebellion,"Join a global movement using nonviolent direct action, creativity, and art to demand climate justice.","Únete a un movimiento global que utiliza la acción sin violencia, la creatividad y el arte para exigir justicia climática.",https://rebellion.global/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Create Green Transportation,Sports or Rec Group,Performing & Creating Art,Creativity,Extinction Rebellion,"Join a global movement using nonviolent direct action, creativity, and art to demand climate justice.","Únete a un movimiento global que utiliza la acción sin violencia, la creatividad y el arte para exigir justicia climática.",https://rebellion.global/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Create Green Transportation,Arts or Hobbies Group,Performing & Creating Art,Art,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Create Green Transportation,Arts or Hobbies Group,Performing & Creating Art,Creativity,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Create Green Transportation,School or Career Group,Performing & Creating Art,Art,Extinction Rebellion,"Join a global movement using nonviolent direct action, creativity, and art to demand climate justice.","Únete a un movimiento global que utiliza la acción sin violencia, la creatividad y el arte para exigir justicia climática.",https://rebellion.global/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Create Green Transportation,School or Career Group,Performing & Creating Art,Creativity,Extinction Rebellion,"Join a global movement using nonviolent direct action, creativity, and art to demand climate justice.","Únete a un movimiento global que utiliza la acción sin violencia, la creatividad y el arte para exigir justicia climática.",https://rebellion.global/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Create Green Transportation,Family or Household,Performing & Creating Art,Art,Extinction Rebellion,"Join a global movement using nonviolent direct action, creativity, and art to demand climate justice.","Únete a un movimiento global que utiliza la acción sin violencia, la creatividad y el arte para exigir justicia climática.",https://rebellion.global/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Create Green Transportation,Family or Household,Performing & Creating Art,Creativity,Extinction Rebellion,"Join a global movement using nonviolent direct action, creativity, and art to demand climate justice.","Únete a un movimiento global que utiliza la acción sin violencia, la creatividad y el arte para exigir justicia climática.",https://rebellion.global/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Create Green Transportation,Community Group,Performing & Creating Art,Art,Extinction Rebellion,"Join a global movement using nonviolent direct action, creativity, and art to demand climate justice.","Únete a un movimiento global que utiliza la acción sin violencia, la creatividad y el arte para exigir justicia climática.",https://rebellion.global/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Albina Vision Trust,Help shape community-led development that centers Portland’s Black community and builds climate-resilient neighborhoods.,Ayuda a impulsar un desarrollo comunitario que se centra en la comunidad negra de Portland que construya vecindarios resilientes al clima.,https://albinavision.org/
Create Green Transportation,Community Group,Performing & Creating Art,Creativity,Extinction Rebellion,"Join a global movement using nonviolent direct action, creativity, and art to demand climate justice.","Únete a un movimiento global que utiliza la acción sin violencia, la creatividad y el arte para exigir justicia climática.",https://rebellion.global/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Albina Vision Trust,Help shape community-led development that centers Portland’s Black community and builds climate-resilient neighborhoods.,Ayuda a impulsar un desarrollo comunitario que se centra en la comunidad negra de Portland que construya vecindarios resilientes al clima.,https://albinavision.org/
Create Green Transportation,Faith-Based Group,Performing & Creating Art,Art,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Albina Vision Trust,Help shape community-led development that centers Portland’s Black community and builds climate-resilient neighborhoods.,Ayuda a impulsar un desarrollo comunitario que se centra en la comunidad negra de Portland que construya vecindarios resilientes al clima.,https://albinavision.org/
Create Green Transportation,Faith-Based Group,Performing & Creating Art,Creativity,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Albina Vision Trust,Help shape community-led development that centers Portland’s Black community and builds climate-resilient neighborhoods.,Ayuda a impulsar un desarrollo comunitario que se centra en la comunidad negra de Portland que construya vecindarios resilientes al clima.,https://albinavision.org/
Create Green Transportation,Sports or Rec Group,Researching & Learning,Reading,America Walks,Learn and advocate for walkable communities through a national network of local leaders.,Aprende y aboga por comunidades transitables a través de una red nacional de líderes locales.,https://americawalks.org/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,,,,
Create Green Transportation,Sports or Rec Group,Researching & Learning,Exploring New Topics,America Walks,Learn and advocate for walkable communities through a national network of local leaders.,Aprende y aboga por comunidades transitables a través de una red nacional de líderes locales.,https://americawalks.org/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,,,,
Create Green Transportation,Arts or Hobbies Group,Researching & Learning,Reading,America Walks,Learn and advocate for walkable communities through a national network of local leaders.,Aprende y aboga por comunidades transitables a través de una red nacional de líderes locales.,https://americawalks.org/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,,,,
Create Green Transportation,Arts or Hobbies Group,Researching & Learning,Exploring New Topics,America Walks,Learn and advocate for walkable communities through a national network of local leaders.,Aprende y aboga por comunidades transitables a través de una red nacional de líderes locales.,https://americawalks.org/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,,,,
Create Green Transportation,School or Career Group,Researching & Learning,Reading,America Walks,Learn and advocate for walkable communities through a national network of local leaders.,Aprende y aboga por comunidades transitables a través de una red nacional de líderes locales.,https://americawalks.org/,Portland Youth Climate Council,Join a student-led coalition organizing campaigns for urgent local climate solutions.,Únete a una coalición liderada por estudiantes que organiza campañas para encontrar soluciones urgentes al cambio climático a nivel local.,https://pdxclimatecouncil.wixsite.com/youth,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Create Green Transportation,School or Career Group,Researching & Learning,Exploring New Topics,America Walks,Learn and advocate for walkable communities through a national network of local leaders.,Aprende y aboga por comunidades transitables a través de una red nacional de líderes locales.,https://americawalks.org/,Portland Youth Climate Council,Join a student-led coalition organizing campaigns for urgent local climate solutions.,Únete a una coalición liderada por estudiantes que organiza campañas para encontrar soluciones urgentes al cambio climático a nivel local.,https://pdxclimatecouncil.wixsite.com/youth,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Create Green Transportation,Family or Household,Researching & Learning,Reading,America Walks,Learn and advocate for walkable communities through a national network of local leaders.,Aprende y aboga por comunidades transitables a través de una red nacional de líderes locales.,https://americawalks.org/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,,,,
Create Green Transportation,Family or Household,Researching & Learning,Exploring New Topics,America Walks,Learn and advocate for walkable communities through a national network of local leaders.,Aprende y aboga por comunidades transitables a través de una red nacional de líderes locales.,https://americawalks.org/,The Street Trust,"Promote walking, biking, and transit through community events and advocacy for safe, low-carbon transportation.","Promueve el caminar, el ciclismo y el transporte público mediante eventos comunitarios y la promoción de un transporte seguro y con bajas emisiones de carbono.",https://www.thestreettrust.org/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,,,,
Create Green Transportation,Community Group,Researching & Learning,Reading,America Walks,Learn and advocate for walkable communities through a national network of local leaders.,Aprende y aboga por comunidades transitables a través de una red nacional de líderes locales.,https://americawalks.org/,Portland Youth Climate Council,Join a student-led coalition organizing campaigns for urgent local climate solutions.,Únete a una coalición liderada por estudiantes que organiza campañas para encontrar soluciones urgentes al cambio climático a nivel local.,https://pdxclimatecouncil.wixsite.com/youth,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Create Green Transportation,Community Group,Researching & Learning,Exploring New Topics,America Walks,Learn and advocate for walkable communities through a national network of local leaders.,Aprende y aboga por comunidades transitables a través de una red nacional de líderes locales.,https://americawalks.org/,Portland Youth Climate Council,Join a student-led coalition organizing campaigns for urgent local climate solutions.,Únete a una coalición liderada por estudiantes que organiza campañas para encontrar soluciones urgentes al cambio climático a nivel local.,https://pdxclimatecouncil.wixsite.com/youth,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Create Green Transportation,Faith-Based Group,Researching & Learning,Reading,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,,,,
Create Green Transportation,Faith-Based Group,Researching & Learning,Exploring New Topics,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Oregon Walks,"Promote walking and advocate for safe, convenient, and accessible pedestrian infrastructure.","Promueve el caminar y aboga por una infraestructura peatonal segura, conveniente y accesible.",https://oregonwalks.org/,,,,
Create Green Transportation,Sports or Rec Group,Teaching & Mentoring,Mentoring,Safe Routes Partnership,"Advance safe walking and biking to school with programs, policy, and community support.","Fomenta el uso seguro de caminar y usar bicicleta para ir a la escuela con programas, políticas y apoyo comunitario.",https://www.saferoutespartnership.org/,Sunrise Movement PDX,Train youth to advocate for just and equitable climate solutions.,Capacita a la juventud para que abogue por soluciones climáticas justas y equitativas.,https://www.sunrisemovement.org/hubs/,Our Children’s Trust,Support youth-led legal actions that hold governments accountable for protecting a stable climate and a livable future.,Apoya las acciones legales lideradas por jóvenes para hacer que los gobiernos se hagan responsables de proteger un clima estable y un futuro habitable.,https://www.ourchildrenstrust.org/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Create Green Transportation,Sports or Rec Group,Teaching & Mentoring,Helping others learn,Safe Routes Partnership,"Advance safe walking and biking to school with programs, policy, and community support.","Fomenta el uso seguro de caminar y usar bicicleta para ir a la escuela con programas, políticas y apoyo comunitario.",https://www.saferoutespartnership.org/,Sunrise Movement PDX,Train youth to advocate for just and equitable climate solutions.,Capacita a la juventud para que abogue por soluciones climáticas justas y equitativas.,https://www.sunrisemovement.org/hubs/,Our Children’s Trust,Support youth-led legal actions that hold governments accountable for protecting a stable climate and a livable future.,Apoya las acciones legales lideradas por jóvenes para hacer que los gobiernos se hagan responsables de proteger un clima estable y un futuro habitable.,https://www.ourchildrenstrust.org/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Create Green Transportation,Arts or Hobbies Group,Teaching & Mentoring,Mentoring,Safe Routes Partnership,"Advance safe walking and biking to school with programs, policy, and community support.","Fomenta el uso seguro de caminar y usar bicicleta para ir a la escuela con programas, políticas y apoyo comunitario.",https://www.saferoutespartnership.org/,Sunrise Movement PDX,Train youth to advocate for just and equitable climate solutions.,Capacita a la juventud para que abogue por soluciones climáticas justas y equitativas.,https://www.sunrisemovement.org/hubs/,Our Children’s Trust,Support youth-led legal actions that hold governments accountable for protecting a stable climate and a livable future.,Apoya las acciones legales lideradas por jóvenes para hacer que los gobiernos se hagan responsables de proteger un clima estable y un futuro habitable.,https://www.ourchildrenstrust.org/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Create Green Transportation,Arts or Hobbies Group,Teaching & Mentoring,Helping others learn,Safe Routes Partnership,"Advance safe walking and biking to school with programs, policy, and community support.","Fomenta el uso seguro de caminar y usar bicicleta para ir a la escuela con programas, políticas y apoyo comunitario.",https://www.saferoutespartnership.org/,Sunrise Movement PDX,Train youth to advocate for just and equitable climate solutions.,Capacita a la juventud para que abogue por soluciones climáticas justas y equitativas.,https://www.sunrisemovement.org/hubs/,Our Children’s Trust,Support youth-led legal actions that hold governments accountable for protecting a stable climate and a livable future.,Apoya las acciones legales lideradas por jóvenes para hacer que los gobiernos se hagan responsables de proteger un clima estable y un futuro habitable.,https://www.ourchildrenstrust.org/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Create Green Transportation,School or Career Group,Teaching & Mentoring,Mentoring,Safe Routes Partnership,"Advance safe walking and biking to school with programs, policy, and community support.","Fomenta el uso seguro de caminar y usar bicicleta para ir a la escuela con programas, políticas y apoyo comunitario.",https://www.saferoutespartnership.org/,Sunrise Movement PDX,Train youth to advocate for just and equitable climate solutions.,Capacita a la juventud para que abogue por soluciones climáticas justas y equitativas.,https://www.sunrisemovement.org/hubs/,Our Children’s Trust,Support youth-led legal actions that hold governments accountable for protecting a stable climate and a livable future.,Apoya las acciones legales lideradas por jóvenes para hacer que los gobiernos se hagan responsables de proteger un clima estable y un futuro habitable.,https://www.ourchildrenstrust.org/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Create Green Transportation,School or Career Group,Teaching & Mentoring,Helping others learn,Safe Routes Partnership,"Advance safe walking and biking to school with programs, policy, and community support.","Fomenta el uso seguro de caminar y usar bicicleta para ir a la escuela con programas, políticas y apoyo comunitario.",https://www.saferoutespartnership.org/,Sunrise Movement PDX,Train youth to advocate for just and equitable climate solutions.,Capacita a la juventud para que abogue por soluciones climáticas justas y equitativas.,https://www.sunrisemovement.org/hubs/,Our Children’s Trust,Support youth-led legal actions that hold governments accountable for protecting a stable climate and a livable future.,Apoya las acciones legales lideradas por jóvenes para hacer que los gobiernos se hagan responsables de proteger un clima estable y un futuro habitable.,https://www.ourchildrenstrust.org/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Create Green Transportation,Family or Household,Teaching & Mentoring,Mentoring,Safe Routes Partnership,"Advance safe walking and biking to school with programs, policy, and community support.","Fomenta el uso seguro de caminar y usar bicicleta para ir a la escuela con programas, políticas y apoyo comunitario.",https://www.saferoutespartnership.org/,Sunrise Movement PDX,Train youth to advocate for just and equitable climate solutions.,Capacita a la juventud para que abogue por soluciones climáticas justas y equitativas.,https://www.sunrisemovement.org/hubs/,Our Children’s Trust,Support youth-led legal actions that hold governments accountable for protecting a stable climate and a livable future.,Apoya las acciones legales lideradas por jóvenes para hacer que los gobiernos se hagan responsables de proteger un clima estable y un futuro habitable.,https://www.ourchildrenstrust.org/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
